,UA.VI,UA.VO,UA.DP,UA.DT,UA.ZT,UA.ZK,UA.ZP,UA.IF,UA.KV,UA.KH,UA.LH,UA.LV,UA.MY,UA.OD,UA.PL,UA.RV,UA.SM,UA.TP,UA.KK,UA.KS,UA.KM,UA.CK,UA.CV,UA.CH,UA.KR,UA.KC,UA.SC
6-10-2015 01:00,-417.62,-206.18,-1353.45,-1056.27,-267.52,-206.01,-611.22,-309.24,-515.25,-215.65,-292.18,-539.17,-279.63,-452.95,-587.67,-241.81,-248.95,-195.81,-765.23,-205.05,-270.42,-376.34,-150.36,-224.06,-219.42,-1403.87,-44.27
6-10-2015 02:00,-414.17,-202.97,-1350.87,-1045.48,-264.19,-201.64,-608.8,-305.3,-511.75,-213.24,-284.41,-531.86,-276.71,-445.05,-586.7,-238.37,-246.18,-192.56,-759.42,-201.97,-266.88,-374.21,-146.98,-221.66,-211.39,-1402.16,-42.64
6-10-2015 03:00,-414.62,-203.38,-1351.06,-1046.74,-264.62,-202.21,-609.09,-305.8,-512.15,-213.54,-285.4,-532.79,-277.08,-446.03,-586.78,-238.82,-246.53,-192.98,-760.12,-202.37,-267.34,-374.47,-147.43,-221.96,-212.42,-1401.92,-42.84
6-10-2015 04:00,-418.74,-207.14,-1354.64,-1059.56,-268.55,-207.3,-612.13,-310.44,-516.38,-216.39,-294.41,-541.38,-280.53,-455.27,-588.15,-242.86,-249.8,-196.78,-767.11,-205.98,-271.5,-377.07,-151.35,-224.8,-221.7,-1404.59,-44.73
6-10-2015 05:00,-427.73,-214.14,-1371.61,-1088.97,-276.21,-216.17,-621.15,-319.62,-527.35,-222.35,-310.63,-558.34,-287.87,-473.1,-594.89,-250.37,-256.56,-203.66,-783.61,-212.75,-279.51,-383.63,-158.03,-230.72,-237.61,-1427.86,-48.02
6-10-2015 06:00,-459.95,-232.55,-1471.85,-1186.92,-298.73,-236.02,-665.29,-346.44,-570.67,-241.12,-345.48,-606.72,-311.65,-519.09,-636.63,-270.85,-277.74,-221.02,-845.54,-230.94,-302.42,-411.54,-172.39,-249.61,-267.39,-1560.39,-54.32
6-10-2015 07:00,-501.24,-253.18,-1608.4,-1296.96,-325.36,-256.62,-725.85,-377.51,-623.45,-262.98,-376.59,-661.31,-339.87,-566.2,-695.28,-294.75,-302.78,-240.45,-922.63,-251.46,-329.31,-448.81,-187.27,-272.13,-291.08,-1714.11,-59.22
6-10-2015 08:00,-543.26,-274.47,-1741.27,-1403.8,-352.69,-278.34,-786.36,-409.12,-674.94,-284.89,-407.91,-716.58,-368.21,-613.25,-752.93,-319.62,-328.08,-260.76,-999.39,-272.6,-357,-486.3,-203.2,-294.86,-315.41,-1851.11,-64.13
6-10-2015 09:00,-549.82,-277.7,-1760.61,-1417.84,-356.88,-281.65,-795.72,-413.84,-682.1,-288.06,-411.8,-724.63,-372.37,-619.53,-761.63,-323.52,-331.83,-263.91,-1010.68,-275.8,-361.27,-492.12,-205.7,-298.24,-318.33,-1865.29,-64.66
6-10-2015 10:00,-551.38,-277.79,-1765.81,-1416.01,-357.37,-281.39,-798.69,-414.12,-682.57,-288.18,-409.2,-724.59,-372.69,-617.8,-764.52,-323.99,-332.15,-264.08,-1012.38,-275.91,-361.73,-493.78,-205.59,-298.58,-315.39,-1859.92,-63.96
6-10-2015 11:00,-549.54,-276.56,-1759.66,-1408.34,-355.95,-280.01,-796.29,-412.34,-679.51,-286.88,-406.11,-721.22,-371.1,-614.11,-762.19,-322.73,-330.75,-262.96,-1008.38,-274.7,-360.29,-492.23,-204.63,-297.34,-312.62,-1847.76,-63.34
6-10-2015 12:00,-548.87,-275.89,-1758.7,-1405.21,-355.27,-279.11,-795.81,-411.48,-678.49,-286.32,-404.17,-719.55,-370.43,-612.13,-761.92,-322.06,-330.13,-262.31,-1006.99,-274.06,-359.57,-491.81,-203.96,-296.81,-310.66,-1844.73,-62.93
6-10-2015 13:00,-549.38,-276.62,-1756.96,-1406.36,-355.95,-280.25,-795.62,-412.26,-678.58,-286.71,-406.04,-721,-370.88,-613.77,-761.21,-322.85,-330.61,-263.1,-1007.52,-274.74,-360.32,-491.92,-204.88,-297.21,-312.78,-1840.8,-63.34
6-10-2015 14:00,-549.28,-276.62,-1757.24,-1407.23,-355.92,-280.23,-795.52,-412.28,-678.83,-286.76,-406.38,-721.11,-370.93,-614.1,-761.2,-322.78,-330.63,-263.06,-1007.64,-274.74,-360.28,-491.85,-204.83,-297.23,-313.09,-1843.53,-63.43
6-10-2015 15:00,-551.47,-278.51,-1762.34,-1417.28,-357.93,-282.63,-797.66,-414.82,-682.39,-288.52,-411.7,-726.02,-373.04,-619.8,-762.94,-324.69,-332.53,-264.85,-1012.35,-276.58,-362.37,-493.43,-206.57,-298.88,-318.26,-1856.12,-64.55
6-10-2015 16:00,-558.79,-284.3,-1775.27,-1440.9,-364.25,-290.03,-804.79,-422.35,-691.1,-293.38,-425.12,-739.93,-379.01,-634.43,-768.08,-330.91,-338.05,-270.57,-1025.63,-282.18,-368.98,-498.69,-212.17,-303.71,-331.51,-1873.04,-67.28
6-10-2015 17:00,-563.79,-290.32,-1769.76,-1456.49,-370.1,-298.87,-805.73,-429.23,-694.76,-297.27,-440.72,-752.81,-383.61,-649.05,-765.55,-337.29,-342.59,-276.83,-1033.04,-287.87,-375.3,-500.81,-219.11,-307.59,-348.41,-1860.6,-70.68
6-10-2015 18:00,-565.63,-295.13,-1751.76,-1464.34,-374.18,-306.79,-801.39,-434.08,-694.26,-299.66,-455.32,-762.25,-386.21,-661.14,-757.59,-342.19,-345.4,-282,-1034.46,-292.34,-379.89,-499.83,-225.43,-309.88,-365.09,-1834.41,-74.02
6-10-2015 19:00,-556.88,-294.24,-1701.23,-1443.53,-371.13,-308.68,-782.26,-430.58,-680.47,-296.28,-460.5,-756.92,-381.42,-660.05,-735.7,-340.55,-341.6,-281.73,-1016.29,-291.17,-377.22,-489.58,-227.34,-306.26,-373.99,-1771.99,-75.78
6-10-2015 20:00,-521.27,-276.89,-1578.61,-1346.2,-348.49,-291.81,-728.95,-404.05,-633.61,-277.35,-434.44,-710.2,-356.98,-619.67,-683.32,-320.49,-320.03,-265.56,-948.78,-273.85,-354.43,-457.04,-215.31,-286.84,-354.79,-1627.1,-71.74
6-10-2015 21:00,-497.3,-263.86,-1505.12,-1280.6,-332.25,-278,-695.59,-385.03,-603.39,-264.2,-412.56,-676.48,-340.14,-589.33,-651.93,-305.62,-304.97,-253.14,-904.3,-260.97,-337.91,-436.08,-205.19,-273.37,-336.64,-1543.92,-68
6-10-2015 22:00,-473.55,-247.02,-1459.24,-1215.91,-313.22,-257.1,-670.02,-362.85,-577.57,-250.02,-378.37,-636.48,-322.4,-550.18,-632.25,-286.86,-288.54,-236.37,-863.22,-244.63,-318.08,-418.11,-189.24,-258.89,-303.47,-1505.15,-61.32
6-10-2015 23:00,-449.81,-229.53,-1417.43,-1150.78,-293.7,-235.03,-645.62,-340.09,-552.25,-235.6,-341.97,-595.32,-304.44,-509.38,-614.35,-267.46,-271.83,-218.88,-822.49,-227.7,-297.69,-400.59,-172.34,-244.19,-267.7,-1472.08,-54.12
7-10-2015 00:00,-438.83,-224.59,-1376.23,-1120.03,-287.03,-230.62,-628.32,-332.23,-537.11,-229.83,-335.07,-581.5,-296.95,-497.66,-596.84,-261.73,-265.3,-214.39,-801.16,-222.74,-291.03,-390.23,-169.3,-238.29,-263.24,-1420.6,-53.15
7-10-2015 01:00,-431.35,-218.77,-1361.62,-1094.92,-280.65,-223.27,-620.76,-324.56,-527.74,-224.81,-321.41,-567.29,-290.79,-482.63,-591.09,-255.5,-259.63,-208.69,-787.24,-217.1,-284.38,-384.76,-163.79,-233.33,-249.88,-1399.22,-50.37
7-10-2015 02:00,-427.93,-215.86,-1357.33,-1084.46,-277.55,-219.42,-617.84,-320.9,-524.08,-222.52,-314.66,-560.55,-287.99,-475.52,-589.37,-252.36,-257.01,-205.78,-781.34,-214.3,-281.11,-382.45,-160.84,-231.04,-243.04,-1395.25,-48.98
7-10-2015 03:00,-430.24,-217.75,-1360.15,-1090.8,-279.59,-221.91,-619.87,-323.27,-526.36,-223.98,-318.8,-564.87,-289.79,-479.92,-590.58,-254.44,-258.71,-207.69,-785.17,-216.12,-283.26,-384.03,-162.77,-232.53,-247.24,-1396.45,-49.82
7-10-2015 04:00,-436.37,-223.15,-1366.17,-1109.13,-285.28,-229.16,-624.66,-329.97,-532.57,-228.09,-331.4,-577.21,-294.81,-492.98,-593,-260.28,-263.46,-213.15,-795.47,-221.3,-289.28,-387.99,-168.35,-236.65,-260.17,-1400.22,-52.44
7-10-2015 05:00,-449.6,-233.38,-1389.67,-1149.87,-296.52,-242.17,-637.82,-343.29,-547.84,-236.65,-354.37,-601.65,-305.36,-518.24,-602.57,-271.38,-273.23,-223.28,-819.1,-231.19,-301.02,-397.59,-178.22,-245.22,-282.81,-1427.29,-57.08
7-10-2015 06:00,-485.08,-253.8,-1497.16,-1255.31,-321.42,-264.4,-685.89,-372.83,-594.49,-257.15,-392.59,-654.8,-331.36,-568.47,-647.57,-294.19,-296.46,-242.65,-886.48,-251.34,-326.41,-428.14,-194.41,-265.93,-315.71,-1564.04,-63.99
7-10-2015 07:00,-543.91,-282.89,-1692.26,-1410.15,-359.14,-293.27,-772.56,-416.74,-669.28,-288.05,-435.46,-731.77,-371.32,-634.28,-731.58,-328.03,-331.91,-270.06,-996,-280.3,-364.48,-481.37,-215.28,-297.82,-347.93,-1780.22,-70.61
7-10-2015 08:00,-567.93,-295.13,-1767.29,-1470.7,-374.81,-305.84,-806.94,-434.84,-698.44,-300.55,-453.46,-763.4,-387.49,-661.18,-764.2,-342.34,-346.36,-281.77,-1039.65,-292.44,-380.38,-502.72,-224.53,-310.81,-362.03,-1856.12,-73.44
7-10-2015 09:00,-572.33,-296.68,-1783.64,-1479.08,-377.17,-306.97,-814.27,-437.43,-703.48,-302.41,-453.83,-767.6,-390.01,-663.63,-771.59,-344.38,-348.58,-283.23,-1047.39,-294.02,-382.71,-507.02,-225.34,-312.85,-361.41,-1869.11,-73.27
7-10-2015 10:00,-572.99,-295.99,-1788.31,-1475.09,-376.83,-305.64,-816.58,-436.76,-703.24,-301.97,-449.55,-765.85,-389.65,-660.17,-774.22,-343.97,-348.23,-282.58,-1047.72,-293.39,-382.29,-508.11,-224.39,-312.6,-356.71,-1864.74,-72.23
7-10-2015 11:00,-571.13,-294.37,-1784.56,-1467.2,-375.11,-303.56,-814.86,-434.63,-700.47,-300.53,-445.16,-761.77,-387.92,-655.51,-772.93,-342.32,-346.66,-281.03,-1043.92,-291.82,-380.5,-506.81,-222.86,-311.23,-352.4,-1856.13,-71.31
7-10-2015 12:00,-569.52,-293.09,-1781.35,-1461.56,-373.72,-301.95,-813.23,-432.95,-698.38,-299.42,-442.1,-758.64,-386.57,-652.15,-771.69,-340.97,-345.42,-279.79,-1040.86,-290.58,-379.05,-505.63,-221.66,-310.15,-349.41,-1851.02,-70.68
7-10-2015 13:00,-570.47,-293.79,-1782.52,-1463.53,-374.5,-302.86,-814.14,-433.83,-699.16,-299.95,-443.4,-760.19,-387.23,-653.59,-772.26,-341.77,-346.05,-280.51,-1042.3,-291.26,-379.87,-506.3,-222.38,-310.7,-350.72,-1850.34,-70.93
7-10-2015 14:00,-569.92,-293.6,-1780.98,-1463.15,-374.21,-302.7,-813.29,-433.54,-698.77,-299.77,-443.54,-759.78,-386.97,-653.5,-771.47,-341.49,-345.81,-280.31,-1041.53,-291.07,-379.58,-505.79,-222.24,-310.48,-350.95,-1850.78,-71
7-10-2015 15:00,-572.09,-295.58,-1785.32,-1473.09,-376.28,-305.26,-815.22,-436.15,-702.18,-301.54,-449.12,-764.8,-389.09,-659.38,-772.89,-343.48,-347.73,-282.2,-1046.12,-292.99,-381.74,-507.28,-224.11,-312.15,-356.45,-1862.1,-72.18
7-10-2015 16:00,-580.05,-302.01,-1798.33,-1498.51,-383.24,-313.55,-822.71,-444.43,-711.43,-306.84,-464.04,-780.1,-395.59,-675.49,-778.07,-350.39,-353.76,-288.57,-1060.39,-299.19,-389.03,-512.9,-230.4,-317.42,-371.29,-1878.33,-75.23
7-10-2015 17:00,-586.23,-308.8,-1795.48,-1517.26,-389.99,-323.31,-825.03,-452.35,-716.43,-311.41,-481.13,-794.86,-401.05,-691.89,-776.68,-357.64,-359.1,-295.59,-1069.87,-305.64,-396.29,-515.96,-238.04,-322,-389.59,-1868.32,-78.91
7-10-2015 18:00,-588.75,-313.7,-1781.27,-1526.68,-394.33,-331.12,-822.14,-457.49,-716.96,-314.06,-495.38,-804.74,-404.03,-704.1,-770.37,-362.68,-362.21,-300.8,-1072.68,-310.21,-401.1,-515.77,-244.25,-324.58,-405.63,-1846.64,-82.13
7-10-2015 19:00,-579.18,-312.41,-1728.15,-1504.02,-390.76,-332.63,-801.81,-453.41,-702.23,-310.28,-500.09,-798.41,-398.72,-702.22,-747.33,-360.58,-357.94,-300.16,-1053.07,-308.65,-397.91,-504.78,-245.87,-320.53,-414.21,-1781.97,-83.82
7-10-2015 20:00,-559.92,-304.16,-1652.75,-1449.57,-379.35,-325.63,-770.64,-439.93,-675.06,-300.23,-489.14,-774.76,-385.64,-682.45,-715.34,-350.95,-346.6,-292.76,-1015.19,-300.3,-386.59,-486.3,-241.17,-310.26,-407.85,-1685.74,-82.39
7-10-2015 21:00,-516.82,-280.54,-1524.18,-1334.49,-350,-300.33,-711.34,-405.72,-622,-276.77,-449.93,-714.24,-355.58,-628.34,-660.08,-323.89,-319.63,-270.12,-936.19,-276.99,-356.69,-448.87,-222.51,-286.13,-375.01,-1547.23,-75.69
7-10-2015 22:00,-489.67,-261,-1473.62,-1260.48,-328.04,-275.92,-682.63,-380.11,-592.75,-260.46,-409.91,-668.02,-335.21,-582.9,-638.4,-302.16,-300.73,-250.62,-889.42,-258.05,-333.77,-428.53,-203.85,-269.49,-335.97,-1505.86,-67.83
7-10-2015 23:00,-462.83,-241.8,-1422.94,-1187.46,-306.4,-251.99,-654.03,-354.9,-563.77,-244.39,-370.76,-622.55,-315.12,-538.3,-616.64,-280.78,-282.1,-231.48,-843.13,-239.43,-311.21,-408.34,-185.57,-253.08,-297.87,-1464.16,-60.16
8-10-2015 00:00,-457.16,-241.33,-1387.39,-1171.36,-304.51,-253.53,-641.15,-352.6,-553.75,-242.01,-373.8,-618.88,-311.81,-537.03,-601.55,-279.95,-279.52,-231.53,-830.52,-238.76,-309.6,-401.51,-187.14,-250.63,-303.58,-1414.29,-61.23
8-10-2015 01:00,-450.74,-236.35,-1374.32,-1149.25,-299.04,-247.27,-634.58,-346.01,-545.5,-237.66,-361.97,-606.63,-306.47,-523.99,-596.46,-274.65,-274.63,-226.67,-818.41,-233.92,-303.91,-396.78,-182.46,-246.35,-292.06,-1394.05,-58.82
8-10-2015 02:00,-447.69,-233.54,-1371.75,-1139.53,-296.11,-243.45,-632.37,-342.54,-542.32,-235.53,-355.13,-600.18,-303.89,-517,-595.5,-271.64,-272.19,-223.83,-813.21,-231.23,-300.81,-394.88,-179.52,-244.22,-285.01,-1391.73,-57.38
8-10-2015 03:00,-450.57,-236.24,-1373.07,-1147.69,-298.91,-247.18,-634.25,-345.8,-544.89,-237.47,-361.47,-606.19,-306.25,-523.39,-596.05,-274.57,-274.45,-226.6,-817.79,-233.81,-303.79,-396.6,-182.43,-246.19,-291.65,-1390.26,-58.72
8-10-2015 04:00,-458.71,-243.06,-1382.89,-1171.4,-306.21,-256.19,-641.2,-354.37,-553.25,-242.78,-376.94,-621.89,-312.76,-539.73,-600.11,-282,-280.59,-233.48,-831.54,-240.37,-311.48,-402.07,-189.37,-251.54,-307.36,-1396.99,-61.89
8-10-2015 05:00,-475.25,-255.64,-1412.64,-1220.97,-320.1,-272.12,-657.9,-370.77,-572.05,-253.29,-404.64,-651.88,-325.76,-570.39,-612.38,-295.73,-292.63,-245.96,-860.83,-252.54,-326,-414.17,-201.48,-262.11,-334.6,-1428.87,-67.45
8-10-2015 06:00,-512.88,-277.22,-1526.06,-1331.35,-346.46,-295.61,-708.89,-401.97,-621.08,-274.89,-444.54,-707.9,-353.18,-623.01,-660.02,-319.91,-317.16,-266.47,-931.95,-273.84,-352.86,-446.57,-218.61,-283.98,-368.91,-1570.23,-74.63
8-10-2015 07:00,-571.41,-306.12,-1720.25,-1485.23,-383.95,-324.27,-795.15,-445.61,-695.45,-305.61,-487.03,-784.38,-392.91,-688.35,-743.65,-353.54,-352.4,-293.7,-1040.87,-302.61,-390.71,-499.54,-239.34,-315.69,-400.8,-1785.2,-81.19
8-10-2015 08:00,-597.19,-318.99,-1802.51,-1550.03,-400.58,-337.27,-832.57,-464.8,-726.96,-318.93,-505.42,-817.85,-410.17,-716.52,-779.43,-368.63,-367.8,-305.97,-1087.89,-315.4,-407.54,-522.65,-248.86,-329.54,-414.83,-1869.02,-84.01
8-10-2015 09:00,-600.28,-319.42,-1817.72,-1554.93,-401.74,-336.89,-838.87,-466.01,-730.81,-319.95,-503.31,-819.53,-411.67,-716.39,-786.31,-369.43,-369.04,-306.28,-1093.53,-315.9,-408.6,-526.1,-248.5,-330.73,-411.64,-1882.24,-83.32
8-10-2015 10:00,-599.39,-317.81,-1818.42,-1547.06,-400.29,-334.52,-839.2,-464.06,-728.82,-318.67,-497.46,-815.53,-410.24,-710.91,-787.2,-367.97,-367.71,-304.73,-1091.14,-314.36,-407.05,-525.91,-246.76,-329.61,-405.55,-1874.42,-82
8-10-2015 11:00,-596.55,-315.41,-1813.27,-1536.46,-397.73,-331.43,-836.55,-460.94,-725.05,-316.62,-491.41,-809.66,-407.75,-704.44,-785.31,-365.46,-365.42,-302.39,-1085.68,-312.05,-404.36,-523.91,-244.45,-327.61,-399.57,-1864.99,-80.75
8-10-2015 12:00,-594.15,-313.78,-1807.43,-1529.01,-395.85,-329.49,-833.73,-458.71,-722.03,-315.13,-487.95,-805.59,-405.89,-700.36,-782.9,-363.68,-363.73,-300.81,-1081.21,-310.46,-402.43,-522,-243.01,-326.12,-396.32,-1857.44,-80.07
8-10-2015 13:00,-595.16,-314.48,-1809.09,-1531.22,-396.65,-330.36,-834.8,-459.61,-722.95,-315.68,-489.2,-807.18,-406.59,-701.81,-783.68,-364.49,-364.4,-301.53,-1082.82,-311.13,-403.27,-522.76,-243.69,-326.71,-397.55,-1857.58,-80.31
8-10-2015 14:00,-595.9,-315.19,-1810.05,-1534.29,-397.39,-331.32,-835.35,-460.52,-723.95,-316.27,-491.15,-808.91,-407.29,-703.81,-783.98,-365.22,-365.04,-302.23,-1084.26,-311.82,-404.04,-523.23,-244.41,-327.27,-399.52,-1860.04,-80.72
8-10-2015 15:00,-599.13,-317.58,-1818.39,-1546.62,-400.05,-334.2,-839.01,-463.8,-728.67,-318.52,-497.03,-815.06,-410.05,-710.47,-787.16,-367.71,-367.53,-304.49,-1090.79,-314.15,-406.79,-525.74,-246.51,-329.45,-405.08,-1875.3,-81.92
8-10-2015 16:00,-607.39,-324.04,-1832.97,-1572.59,-407.12,-342.45,-847.14,-472.2,-738.33,-323.93,-511.76,-830.53,-416.71,-726.59,-793.03,-374.7,-373.69,-310.88,-1105.64,-320.4,-414.19,-531.71,-252.75,-334.85,-419.62,-1893.03,-84.9
8-10-2015 17:00,-613.43,-330.93,-1828.58,-1591.1,-413.91,-352.45,-848.94,-480.17,-743.02,-328.49,-529.33,-845.41,-422.14,-743.27,-790.98,-382.03,-379.01,-318.03,-1114.77,-326.94,-421.5,-534.52,-260.59,-339.4,-438.53,-1881.05,-88.7
8-10-2015 18:00,-615.34,-335.66,-1811.57,-1599.05,-417.95,-360.19,-844.92,-484.97,-742.69,-330.87,-543.58,-854.73,-424.75,-755.14,-783.45,-386.85,-381.81,-323.1,-1116.38,-331.33,-426.02,-533.69,-266.77,-341.69,-454.76,-1856.18,-91.96
8-10-2015 19:00,-605,-333.59,-1758.45,-1574.14,-413.59,-360.59,-824.18,-479.96,-727.31,-326.55,-546.38,-846.68,-418.78,-751.39,-760.42,-383.9,-376.91,-321.65,-1095.56,-329.02,-421.98,-522.27,-267.52,-337.1,-461.32,-1792.37,-93.25
8-10-2015 20:00,-584.89,-324.79,-1681.22,-1517.61,-401.55,-352.95,-792.03,-465.74,-699.25,-316.03,-534.45,-821.74,-405.1,-730.42,-727.62,-373.66,-365.02,-313.7,-1056.26,-320.14,-410,-503.12,-262.32,-326.34,-454.03,-1694.82,-91.63
8-10-2015 21:00,-557.73,-309.12,-1604.22,-1443.39,-382.46,-335.62,-755.97,-443.42,-665.98,-300.86,-506.77,-782,-385.79,-693.95,-694.7,-355.87,-347.61,-298.6,-1006.56,-304.72,-390.48,-480.03,-249.49,-310.82,-429.95,-1610.81,-86.71
8-10-2015 22:00,-508.59,-277.08,-1492.49,-1312.46,-345.18,-297.42,-698.04,-400.08,-610.78,-272.6,-445.78,-704.44,-350.12,-620.43,-646.5,-319.79,-314.89,-266.99,-920.33,-273.49,-351.9,-440.98,-220.53,-281.83,-372.78,-1509.21,-75.2
8-10-2015 23:00,-481.19,-257.65,-1439.67,-1237.99,-323.22,-273.3,-668.53,-374.49,-581.06,-256.25,-406.38,-658.31,-329.67,-575.32,-623.83,-298.14,-295.94,-247.63,-872.97,-254.64,-329.02,-420.25,-202.12,-265.13,-334.55,-1465.06,-67.51
9-10-2015 00:00,-446.19,-232.48,-1373.62,-1141.68,-294.92,-241.91,-631.38,-341.45,-542.99,-235.16,-354.62,-598.63,-303.33,-516.52,-595.6,-270.19,-271.53,-222.56,-812.39,-230.23,-299.5,-393.98,-178.15,-243.64,-284.15,-1408.68,-57.34
9-10-2015 01:00,-442.38,-229.46,-1364.84,-1126.65,-291.62,-238.14,-627.41,-337.39,-537.45,-232.4,-346.89,-590.95,-299.98,-508.01,-592.35,-267.06,-268.49,-219.67,-804.71,-227.3,-296.08,-391.14,-175.39,-240.98,-276.68,-1391.42,-55.75
9-10-2015 02:00,-440.83,-228.17,-1362.43,-1121.57,-290.24,-236.46,-625.99,-335.73,-535.63,-231.34,-343.84,-587.88,-298.68,-504.75,-591.41,-265.68,-267.28,-218.39,-801.91,-226.05,-294.63,-390.06,-174.12,-239.93,-273.63,-1388.26,-55.12
9-10-2015 03:00,-441.83,-229.3,-1361.29,-1124.03,-291.36,-238.13,-626.25,-337.02,-536.2,-232.04,-346.57,-590.25,-299.53,-507.31,-590.96,-266.91,-268.13,-219.59,-803.26,-227.13,-295.84,-390.51,-175.45,-240.65,-276.62,-1384.45,-55.71
9-10-2015 04:00,-445.55,-232.58,-1365.29,-1135.6,-294.82,-242.52,-629.21,-341.11,-540.13,-234.58,-354.33,-597.81,-302.62,-515.38,-592.53,-270.44,-271.04,-222.89,-809.64,-230.28,-299.49,-392.94,-178.81,-243.18,-284.55,-1388.09,-57.32
9-10-2015 05:00,-459.56,-243.5,-1387.12,-1175.6,-306.77,-256.57,-642.63,-355.12,-555.04,-243.39,-378.13,-623.34,-313.52,-541.34,-601.71,-282.42,-281.22,-233.82,-833.67,-240.81,-312.03,-402.91,-189.58,-252.11,-308.27,-1406.06,-62.12
9-10-2015 06:00,-493.2,-263.97,-1473.12,-1264.76,-331.21,-280.08,-684.99,-383.54,-594.13,-262.27,-415.1,-673.92,-337.49,-588.13,-638.8,-305.66,-303.03,-253.84,-893.65,-260.87,-337.18,-430.65,-207.25,-271.5,-341.69,-1489.88,-68.86
9-10-2015 07:00,-545.95,-289.32,-1651.52,-1401.67,-364.48,-304.69,-763.88,-422.18,-661.22,-289.59,-450.68,-741.39,-372.93,-644.81,-715.81,-335.33,-334.41,-277.65,-991.82,-286.15,-370.68,-478.82,-224.98,-299.78,-367.37,-1685.71,-74.13
9-10-2015 08:00,-569.99,-301.75,-1730.4,-1468.64,-380.3,-317.35,-798.64,-440.77,-692.6,-302.69,-470.91,-774.34,-389.75,-674.15,-749.37,-349.56,-349.34,-289.34,-1037.23,-298.5,-386.69,-500.33,-234.11,-313.17,-383.37,-1779.64,-77.48
9-10-2015 09:00,-574.44,-303.41,-1751.61,-1483.97,-382.76,-318.42,-806.59,-443.82,-700.15,-305.17,-473.38,-779.83,-392.96,-679.03,-758.07,-351.41,-352.03,-290.68,-1046.95,-300.23,-389.07,-504.88,-234.66,-315.62,-384.43,-1813.11,-77.79
9-10-2015 10:00,-576.59,-303.66,-1765.1,-1490.74,-383.53,-317.95,-811.4,-444.79,-704.11,-306.14,-472.64,-781.45,-394.3,-679.89,-763.72,-351.77,-353.07,-290.72,-1051.86,-300.55,-389.74,-507.45,-234.14,-316.6,-382.68,-1833.27,-77.48
9-10-2015 11:00,-574.06,-301.68,-1761.7,-1484.06,-381.36,-315.36,-809.07,-442.27,-701.64,-304.59,-468.43,-776.9,-392.37,-675.33,-762.24,-349.57,-351.26,-288.71,-1047.7,-298.64,-387.46,-505.68,-232.14,-315.02,-378.43,-1831.89,-76.63
9-10-2015 12:00,-571.93,-299.92,-1758.33,-1477.12,-379.47,-313.08,-807.11,-440.01,-699.15,-303.15,-464.29,-772.72,-390.61,-670.9,-760.91,-347.68,-349.62,-286.97,-1043.85,-296.94,-385.47,-504.19,-230.41,-313.58,-374.3,-1827.53,-75.78
9-10-2015 13:00,-572.15,-300.08,-1757.93,-1476.61,-379.65,-313.32,-807.24,-440.16,-698.98,-303.19,-464.31,-772.91,-390.67,-670.9,-760.87,-347.91,-349.71,-287.16,-1043.93,-297.09,-385.66,-504.32,-230.62,-313.66,-374.38,-1824.45,-75.77
9-10-2015 14:00,-573.01,-300.75,-1758.18,-1477.67,-380.38,-314.23,-807.92,-440.95,-699.38,-303.61,-465.41,-774.26,-391.21,-672.06,-761.12,-348.71,-350.25,-287.88,-1045,-297.73,-386.45,-504.88,-231.37,-314.14,-375.57,-1821.19,-75.99
9-10-2015 15:00,-574.83,-302.4,-1759.51,-1482.94,-382.11,-316.48,-809.23,-442.98,-701.11,-304.84,-469.26,-777.98,-392.7,-675.99,-761.66,-350.49,-351.67,-289.57,-1047.98,-299.31,-388.28,-506.01,-233.11,-315.37,-379.56,-1821.24,-76.79
9-10-2015 16:00,-579.4,-306.26,-1765.48,-1497.16,-386.23,-321.57,-813.16,-447.86,-706.1,-307.9,-478.3,-787,-396.45,-685.54,-764.04,-354.66,-355.18,-293.43,-1055.93,-303.03,-392.62,-509.09,-237.01,-318.43,-388.7,-1827.48,-78.65
9-10-2015 17:00,-580.59,-308.92,-1758,-1503.63,-388.54,-325.82,-811.36,-450.69,-706.75,-309.43,-486.66,-792.57,-398.14,-692.75,-760.51,-357.31,-356.91,-296.22,-1057.59,-305.52,-395.18,-508.84,-240.34,-319.86,-398,-1819.79,-80.56
9-10-2015 18:00,-580.84,-311.88,-1740.14,-1504.94,-390.81,-331.09,-806.44,-453.32,-704.43,-310.46,-496.07,-797.76,-399.15,-699.84,-752.84,-360.31,-358.2,-299.52,-1056.15,-308.22,-397.82,-507.09,-244.64,-320.85,-409.23,-1792.02,-82.78
9-10-2015 19:00,-571.96,-310.31,-1691.09,-1480.91,-387.22,-331.91,-787.98,-449.06,-690.04,-306.59,-498.44,-790.79,-393.84,-696.26,-731.89,-358.1,-353.91,-298.6,-1037.37,-306.41,-394.56,-497.04,-245.75,-316.83,-415.13,-1726.75,-83.88
9-10-2015 20:00,-556.45,-304.21,-1629.49,-1440.65,-378.45,-327.14,-762.24,-438.85,-668.94,-298.96,-492.3,-773.22,-383.79,-682.73,-705.36,-350.75,-345.21,-293.13,-1007.51,-300.2,-385.89,-481.93,-242.57,-308.91,-412.8,-1654.5,-83.35
